review,sentiment
"A wonderful, free flowing, often lyrical film that whisks you along, ever smiling, even if there are truly shocking incidents along the way. One gasps at the way the women are treated and yet ultimately they seem to come through very well and it is much credit to all concerned that so many potentially disastrous scenes all work so very well. This is possibly Depardieu's best performance, certainly his most natural. Jeanne Moreau performs outstandingly in what must have been a very difficult role to play and including vigorous sex scenes with a couple of guys at least half her age. Miou-Miou is lovely throughout and again has very difficult scenes to play. Initially this seems a down and dirty misogynist rant/romp but as the tale and characters unfold a much more tender and honest picture emerges. In the end this uncompromising and daring film demands respect.",positive
"Just saw this at the 2003 Vancouver International Film Festival and it was funny as hell and a bit surreal. Takes place in Toronto, where these two losers live in this run-down house in the middle of a freeway system. David Hewlett (PIN, CUBE, CYPHER) and Andrew Miller (CUBE) are just great as the two losers who wish the world would just go away. The acting, dialogue and writing are very good, and the whole film looks great for such a low-budget flick. Director/Writer Vincenzo Natali was in attendance at this screening, and he seemed so intelligent and down-to-earth. This guy is so inventive with these great stories that work so well within small budgets, it puts big budget Hollywood crap to shame!",positive
"We see at the beginning of Little Dieter Needs to Fly Dieter Dengler, the subject of the film, an obsessive-compulsive. Or at least that's what he seems to be by way of constantly opening/closing doors and with his large stock-pile of food in the cellar. In a way director Werner Herzog sets up a central question, in a manner of speaking, to why Dieter is like this. Well, in fact, he's not necessarily obsessive-compulsive as he is just, well, prepared. And why shouldn't he be after the life he's lived? Aside from the juiciest, most dark and exhilarating and frightening and just downright haunting story of survival that's the core of the picture, the back-story to Dieter is fascinating too. Dieter's own childhood, for example, was already a slog from the start, being in post-war Germnay, poor in a family without much food or prospects, eating wallpaper for ""the blue in the walls"". But enter in a passion, an un-yielding desire (which, of course, is part of Herzog's bread & butter and love of man in his films), which is flying, and for Dieter there was nothing else but to fulfill this. What it ends up leading to, after becoming an American citizen, is more than he could've bargained for.<br /><br />Dieter is one of Herzog's most compelling, quirky, and compassionately observed figures in his whole career, a man who's memory is scarred by brutal memories of his time being a Vietnam POW, though at the least it provides for some of the most compelling storytelling in any documentary of the last 20 years. Ironically, the storytelling comes through- unlike in The Wild Blue Yonder- mostly in lots and lots of exposition from Dieter on some of the most minute details of his time in the different prison camps (the torture tactics, the bugs, the brutal, wretched violence and threats like with the wedding ring tale), and leading into the most interesting and sad portions with his best friend Duane. They escaped the prisons together, but found that their journey to reach Cambodia would not be so easy. Now, through most of this, the talking does something that is enthralling, which is that as Dieter goes through his stories and occasionally does re-enactments (in fashion Herzog could only do, with Dieter already middle-aged being led in handcuffs et all through the jungle), one can picture all of this in the mind. It all becomes even more vivid to try and get these little details and the intensity of it all together into a form of reality. That Herzog keeps these portions simple, and knows when to hold Dieter back in his answers, makes him all the more a key figure of interest. He's not ever totally 'normal', but unlike a Timothy Treadwell, you wont think ever really about laughing at him either.<br /><br />So, along with his hero (whether of war or not is hard to say, as Dieter disputes that claim as saying the ones who died were the real heroes, typical but perhaps quite true), Herzog stylizes his film with a mix of old stock footage when detailing Dieter's early life (the period footage of WW2 scenes and post German rubble is always a captivating sight, and with Herzog gets up a notch in his timing and assemblage with music), and in capturing the footage of Vietnam in aerial viewings of jungles and fields. Herzog is also very wise at not injecting politics much at all into the proceedings, there's no 'I was used by the Americans' or whatever thrown into the mix. There's even a sense that Dieter doesn't hold too much of a grudge with everything that happened to him, that it's just what happens in time of war (and, of course, he WAS dropping bombs on people from his plane). Now, through much of these harrowing- and even in the smaller bits involving what went on in prisons, bathrooms and the scraps of food it's always harrowing- luckily Herzog keeps a level of humor in check as well. One of my very favorite scenes in the film, where Herzog breaks away for a moment from Dieter, is when he shows a 'trainee' film used for American soldiers meant to show what should happen in case they get abandoned in the jungle alone...with all of the gear that they could possibly have including a knife, a flare gun, and a very fast helicopter to come around (and this is put to hilariously dead-pan voice-over work).<br /><br />Yet even the moments where one laughs only brings to mind the moments of absurdity in a time of absolute crisis, and how one can't ever really imagine what it's like to be alone in a foreign territory surrounded by people who will do anything to keep said person as a form of collateral in war-time. Dieter, aside from knowing that flying and airplanes are the only way of life he would ever want to have (and Herzog ends the film on a wonderfully somber, elegiac note where he flies over a large field of airplanes), knows what it is to have to survive at all costs. But yet, as well, as in many of Herzog's protagonist driven films, there's the near unalterable spirit that will keep on enduring if one's strong enough, even through horrid moments (the fate of Dunae) and problems all the way up to the rescue by the helicopter (is he American, or a spy, they ask on the chopper). Dieter is such a man with a spirit, and he's given via Herzog a fantastic, tragic, creative, well-shot, albeit maybe too short, tribute to his life. And, of course, it pumps me up even more for the upcoming dramatization Rescue Dawn.",positive
"definitely needed a little work in season 2. Such as the Virus between Max and Logan, and Ames White along with his ancient, super cult. During season two, however, the only thing that kept me watching was to see if Max and Logan would ever get rid of the nasty virus infecting Max. Very good drama in season two. But of course like all TV shows, if there's something a little wrong with it, the broadcasting company takes it off the air. I was seriously hoping for a third and final season. Season 2 leaves you hanging, unless you read the books by Max Allan Collins, then you will know what happens.<br /><br />Dark Angel should be put back on the air for one more season even though it might cost a lot just to get all the original actors again. since Jessica Alba's carrier sky rocketed after the show. If that would be the case, then there should be a movie to complete it. just like the show Firefly, which of course FOX canceled as well.",positive
"Gédéon and Jules Naudet wanted to film a documentary about rookie New York City firefighters. What they got was the only film footage inside the World Trade Center on September 11.<br /><br />Having worked with James Hanlon's ladder company before, Jules went with the captain to inspect and repair a gas leak, while Gédéon stayed at the firehouse in case anything interesting happened. An airplane flying low over the City distracted Jules, and he pointed the camera up, seconds before the plane crashed into Tower One.<br /><br />Jules asked the captain to follow him into the Towers. The first thing he saw was two people on fire, something he refused to film. He stayed on site for the next several hours, filming reactions of the firefighters and others who were there.<br /><br />The brothers Naudet took great care in not making the movie too violent, grizzly, and gory. But the language from the firefighters is a little coarse, and CBS showed a lot of balls airing it uncensored. The brothers Naudet mixed footage they filmed with one-on-one interviews so the firefighters could explain their thoughts and emotions during particular moments of the crisis. <br /><br />Unlike a feature film of similar title, most of the money from DVD sales go to 9/11-related charities. Very well made, emotional, moving, and completely devoid of political propaganda, is the best documentary of the sort to date.",positive
"After reading the book, which had a lot of meaning for me, the movie didn't give me any of the feeling which the book conveyed. This makes me wonder if Kaufman even liked this book for he successfully made it into something else.Either that or he is simply bad. Most importantly where is the lightness?! From the very first scene, music drownes out most of the dialogue and feeling, and this continues right through the movie. I think the makers thought that by having upbeat music playing right through the movie, this would make the story feel light- however they have completely failed here. Instead the music manages to give everything that 'movie feel', in a way dramatising events so that we linger on them, so that everything actually feels heavy.<br /><br />Another example of the how this adaptation fails is by embellishing the story line making it more dramatic. In the movie we see Franz passing Tomas on the street, who is on his way to see Sabina. The introduction of this chance meeting/passing, which im sure didn't happen in the book, gives Tomas' story more significance than it does make it light.<br /><br />There are many other examples where the continuity of the story has been changed, imo for the worst, however this might have been done because the book simply doesn't convert well into a movie, such is Kundera's style. This makes we wonder if all the generous reviewers on this site were writing with their book AND movie experience in mind rather than writing about just the film. A film which is as long as it is uncompelling. For those who haven't read the book yet I recommend just reading that. For those who have, I have to say you will just be wasting your time and probably end up here writing similar stay-clear warnings.",negative
"This film is terrible - honestly. The acting is terrible, the script made me cringe, the effects are completely lousy (which I usually don't mind for older films, but this was made just two years ago), and everything about it just annoys me. A few friends go out on Halloween into the woods and meet a witch and her cannibal son. Of course, before that it has the cliché ""You really believe that? Ha ha ha, it's just a story"" routine dragged out for a while. The witch's cannibal son was made a retard (I don't know if it was for comedy or to make it creepy, but this film failed at both). It has minimal gore and no nudity, which made a bad film even worse. Heck, the only good thing about this film is the leg eating scene, and even that could of been better.<br /><br />Honestly, don't even waste your time watching it on cable, and certainly don't consider buying or renting this, else you'll be kicking yourself for wasting time which could of been spent doing something more constructive or entertaining.",negative
this is the worst movie ive ever seen. And i have seen lots of movies. Me and my friends rented this one a wendsday evening. Man we had lots of fun. This movie is the worst most boring crap ive ever seen. But it makes you laugh! U will lay on the floor rolling around tryin to get some air. You wonder why? Just rent it and check for the keyboard playing girl at that sleazy russian bar. My mother would make a 1000 times better movie about her feedin the cats.,negative
"This movie has become an iconic stand-in for what is great about America. <br /><br />Fame is famous for its music and performances. There are several standout actors, singers, and dancers, including Irene Cara, Paul McCrae, Anne Meara*, and the superb Gene Anthony Ray. <br /><br />The plot is not the movie. It follows an interesting format ... but, it all really ends in a kind of mush.<br /><br />Where Parker succeeds is in pushing this movie into periodic overdrive - with the extremely poignant, sometimes beautiful and outright campy music score & performances.<br /><br />The film's climax is a song-dance fest of musicians,dancers, & score by Christopher Gore. A wonderment to behold. <br /><br />* An interesting note about the magnificent and superbly talented Anne Meara ... sometimes talent must reside in the genes ... Ms. Meara is married to one Jerry Stiller and is the mother of Ben Stiller ...",positive
"A quick glance at the premise of this film would seem to indicate just another dumb '80's inbred/backwood slash-fest; the type where sex equals death and the actors are all annoying stereotypes you actually want to die. However, ""JBD"" delivers considerably more.<br /><br />Rather than focus on bare flesh and gore (though there is a little of each- no sex however), the flick focuses on delivering impending dread/mounting tension amidst a lovely scenic backdrop. These feelings are further heightened by a cast of realistically likable characters and antagonists that are more amoral than cardboard definitions of evil. Oh yeah- George Kennedy is here too and when is that not a good thing? <br /><br />If you liked ""Wrong Turn"", then watch this to see where much of its' methodology came from.",positive
"I would like to say that curiosity got the best of me. If only I saw a trailer, I'd be able to tell you the whole plot of the movie; I could have saved myself the most pointless one hour and forty minutes in my entire life, and about twenty dollars. This movie was a disaster waiting to happen, and it is an embarrassment to Hollywood.<br /><br />The movie displays a vivid ignorance of reality. For example, this kid's remote control race car goes all over the neighborhood, and even enters this house. It's even covered with clothes. Is it not rational to believe that a remote can no longer transmit a signal under those circumstances? Hollywood obviously did not believe so. Common logic and any concept of electronics dictates the opposite; I doubt the race car could even have reached the street, let alone a house across the street. Another unrealistic trait is the lack of intelligence the criminals possess. Why is it in all these movies, these criminals are rocket scientists until they encounter an eight-year old? The kid is meant to be the most intelligent person in the movie instead of professional terrorists? Please, there's more reality in The Matrix. Also, the leader puts down his real pistol and ""accidentally"" picks up a plastic pistol; apparently, he could not tell the difference. Even with a glove on, one should be able to do that. Just because they look the same does not mean anything; there is other senses then sight. The traps are unrealistic as well; if any one of them actually worked, the criminals would be dead. But, Hollywood intends for us to ""laugh"" at the ""funny"" results of the traps. I did not laugh; I sighed and rolled my eyes.<br /><br />But, I recommend this movie to anyone who thinks they have seen a really bad movie; the movie they saw will seem like Citizen Kane compared to this one. Otherwise, skip this one for the sake of your pride. Home Alone 3 also raises a question. We all know Alex D. Linz stars in the movie, but did he write it as well?",negative
"This movie is at times a wild 80s college sex comedy, others a sweet romantic one... Then it has moments of serious drama and then sprinkles in dashes of science fiction... It is so uneven its almost ridiculous.<br /><br />But I would hardly rank it as one of the worst films I've ever seen except of course for the fact that they casted Peter O'Toole.<br /><br />There is absolutely nothing for him to work with here. Poor dialog, poor performances to work off of, poor everything... And yet he's fantastic... There is not one good thing about his part and yet he makes it work if only on pure charm alone.<br /><br />The fact that he was so able to achieve so much with so little shines a spotlight on how greatly everyone else in this film failed, making it seem even worse than I suppose it actually is...<br /><br />If any other actor was in O'Toole's role, I would have forgotten this movie as crap and never thought of it again, but a fine performance by Peter O'Toole despite all odds ensures that I'll remember this film for a long time to come... If only as a film that, maybe, could have been good if anyone involved in it was nearly half as good as Peter O'Toole.",negative
"Michael Is King. This film contains some of the best stuff Mike has ever done. Smooth Criminal is pure genius. The cameos are wonderful, but as always, the main event is MJ himself. He is the best, hands down.",positive
"The film had it moments, but was disappointing in my eyes anyway. It was a reworking of Trespass (Walter Hill) and so The Treasure Of the Sierra Madre, with less tension, bite and human emotion. There was some nice acting but the story was limp and lacked any real depth. I watched the movie for Mr Reno and Mr Fishburn, neither were inspired and both had little to say or act out of their skin for. This movie has been done to death in the past and did not have to be made, eats up money which could be used on better movies. For an action movie it was sparse of action and as a thriller did not thrill. Better than watching snow fall, but not for me.",negative
"""Carriers"" follows the exploits of two guys and two gals in a stolen Mercedes with the words road warrior on the hood hightailing it down the highway for the beach with surfboards strapped to the top of their car. Brian (Chris Pine of ""Star Trek"") is driving and his girlfriend Bobby (Piper Perabo of ""Coyote Ugly"")has shotgun, while Brian's younger brother, Danny (Lou Taylor Pucci of ""Fanboys"") and his friend--not exactly girlfriend--Kate (Emily VanCamp of ""The Ring 2"") occupy the backseat. This quartet of twentysomething characters are living in a nightmare. Apparently, a viral pandemic--which co-directors & co-scenarists Alex Pastor and David Pastor tell us absolutely nothing about--has devastated America. Naturally, the lack of exposition shaves off at least fifteen minutes that would have slowed down this cynical melodrama about how humans degenerate in a crisis and become their own worst enemies.<br /><br />This lethal virus gives you the shingles and then you bleed and die. Most everybody runs around wearing those white masks strapped to their nose and mouth by a thin rubber band. Initially, this foursome encounters a desperate father, Frank (Christopher Meloni of ""Runaway Bride""),and his cute little daughter Jodie (Kiernan Shipka of ""Land of the Lost"") blocking the highway with their SUV. Brian swerves around Frank when he tries to waylay them, but in the process, the oil pan in their Mercedes ruptures and they wind up on foot. Reluctantly, they hitch a ride with Frank after they seal Jodie up in the rear of the SUV. She wears a mask over her nose and mouth and it is speckled with blood. Frank has heard that doctors are curing ailing people at a hospital and they head to it. Sadly, somebody has lied to Frank. The hospital physician is giving the last couple of kids some Kool-Aid that will put them out of their misery. The cure did not improve their condition. Everybody else in town is dead. Kate tries without success to get a dial tone on every phone. Frank realizes that there is no hope for his daughter and he lets the heroic quartet appropriate his SUV and take off.<br /><br />Indeed, ""Carriers"" qualifies as a relentlessly depressing movie about the effects of a pandemic on four sympathetic people who degenerate into homicidal murderers to protect themselves. They reach a country club and frolic around on a golf course until another four show up in suits and masks with pump-action shotguns. Incredibly, our protagonists manage to escape without getting shot, but Brian has a scare when he almost falls into the water with a floating corpse. Eventually, they discover that one of them has become infected. Later, as they are about to run out of gas, Brian blocks the highway like Frank did at the outset. Danny tries to stop a pair of older Christian women driving the car. Danny lies that his pregnant wife is about to give birth and he needs their help. Brian throws caution to the wind and blasts away at the ladies with his automatic pistol when they refuse to help them. Brian catches a slug in the leg from the passenger, but he kills her. <br /><br />No,""Carriers"" is not a beer & pizza movie that you can either laugh off or laugh with because the humor is virtually non-existent. By the end of this 84-minute movie, our heroes have turned into villains who only care only for themselves and their plight. Chris Pine makes quite an impression as fun-loving Brian and his energetic performance is the only reason to hang with this hokum, while the only other well-known actress, Piper Perabo, is relegated to an inconsequential girlfriend role. As Bobby, she makes tragic the mistake of showing compassion to a dying little girl and pays an awful price. It is a testament to Pine's performance that he can change his character to the point of putting himself before others. Essentially, Pine has the only role that gives him the ability to pull a one-eighty from happy-go-lucky guy to heartless guy. <br /><br />The two directors are Spanish brothers, and they never let the momentum flag. Since there is no relief in sight, ""Carriers"" sinks into predictability. ""Irréversible"" cinematographer Benoît Debie does a fantastic job with his widescreen lensing and as unsavory as this road trip becomes, Debie makes it look like a dynamic film. Aside from the lack of a happy ending or closure in any sense of the word, ""Carriers"" suffers because it is so horribly cynical. The scene when the German shepherd attacks Danny conjures up the most suspense, but even it could have been improved. Unfortunately, the Pastor brothers do not scare up either much tension or suspense. By fade-out, you really don't care what happens to anybody.",negative
"As a convert into the Church of Jesus Christ of Latter Day Saints, I try to absorb as much as I can of my new religion's history. I was invited to attend a showing of this film with my sons & the other young men & women as well as their families of our ward. <br /><br />On a beautiful spring evening, we drove to Kirtland, Ohio to the church's historical village located there. We were to have had reservations at the Vistor's Center to view this movie. Since my movie viewing was limited to only a few church documentaries, I was intrigued. The only ""full length motion pictures"" of the church's I had seen was ""Legacy"" and ""My Best Two Years"", both which I thought were very well written and preformed.<br /><br />At the beginning, the missionary interpretor passed out tissues stating that several people had been deeply moved to the point of tears by this movie. I thought ""OK...but it takes a lot to move me to tears."" Imagine my surprise when I found myself sobbing! It truly is a very moving & inspirational testament to the Prophet Joseph Smith.<br /><br />See it & believe in it's powerful message!",positive
"Cinderella takes me back, when I was a little girl I loved the princesses of Disney. Cinderella was one of my favorites because I always was so enchanted by the story. Any child or family members will enjoy this wonderful and magical story.<br /><br />We have Cinderella who is a beautiful girl enslaved by her wicked step mother and ugly step sisters. She cleans and cooks for them without ever receiving thanks. The only friends she has in the world are the mice in the attic that are so charming and musical. When the ladies receive an invitation to the King's ball to find a lady for his son, the prince, a.k.a. Prince Charming, they all get excited, Cinderella overhears the exciting news and asks if she could come too. Her step mother makes a false promise and says if she does her chores and such, she can come too. Of course, she doesn't keep her promise and destroys a beautiful dress she and the mice made for the ball. Leaving poor Cinderella behind, a wonderful thing happens, Cinderella's fairy god mother appears and creates a beautiful dress and carriage out of things from around the house and even makes the mice and horses into elegant horses and a driver for the carriage. When the prince sees Cinderella at the ball, he has fallen hard for her. All the ladies are jealous, including her step mother and sisters. But Cinderella must return home at midnight when the spell is broken, all she leaves behind is her glass slipper. The next day the prince is on a hunt to find this girl who fits the slipper and is making a stop at Cinderella's house where her step mother has found out about her night and locks her in her room. <br /><br />Can she escape in time to tell the prince that it was her at the ball? You'll just have to find out. Trust me, this is a true Disney classic with beautiful animation and classic music that is so charming. You can't help but fall in love with this masterpiece. A dream is a wish your heart makes, this movie captures everything a girl could want.<br /><br />9/10",positive
"This film was rather a disappointment. After the very slow, very intense (and quite gory) beginning the film begins to lose it. Too much plot leaves too little time for explanation, and coming out of the theater I wondered what this was all about. The characters remain shallow, the story is not convincing at all, most of it is déja vù stuff without hints of parody, and there are some very cheesy parts... Like, the young cop has to do dig up a body. Of course it's night AND it rains AND he has to do it alone... yawn! Or The Manifestation of the Evil being ""nazis"" plus ""genetic manipulation""... Wow, that's really original. There are some nice bits, though, like the fistfight scene, mountain views and some (running) gags, but (though Reno and Vincent Cassel do what they can) that's definitely not worth it. (3 out of 10)",negative
"I don't usually comment, but there are things that need to be said. Where to start...<br /><br />The acting, on Jeremy London's part was horrible! I didn't think he could be so bad. The plot could have been good, had it been well directed, along with a good solid performance from the lead actor. Unfortunately, this is one of those movies you read about and think it has great potential to be entertaining, but get disappointed from the start. <br /><br />Well, at least I got good laughs. I wouldn't waste my time if I were you.",negative
"After buying the DVD in a Bargain Bin due to the impressive amount of features listed on the cover, I popped it in the DVD player and everything looked good. Nice animated menus and a whole lot of extra features...but when I played the movie itself, what a let down. It is the worst thing I have ever seen and I have seen some bad movies in my time. The comment that praises the movie here at IMDB is actually from the people who made the film. So Don't Believe It unless you like to waste your cash!",negative
"I would have enjoyed this movie slightly more had not been for Jason (Herb) Evers constant harping on experiment. Many early reviewers of The Seven Samurai accused Toshiro Mifune of overacting. Yet, as more and more critics viewed that film they saw it as being purposefully done. Jason Evers is obviously not Toshiro Mifune, and his overacting is exactly that.<br /><br />Most of the actors in this B classic were rather good actors, minus Evers and the showgirls. If you watch this movie, you would have noticed Evers shouting almost every line, that is until he is smoking and blowing the smoke coolly out his nose. <br /><br />The special effects were par for the course in a B movie such as this one. In hindsight, there isn't much that stands out in my mind as fantastically good or bad for this movie.",negative
"My ratings: Acting - 3/10 Suspense - 2/10 Character Attachment - 1/10 Plot - 2/10 Character Development - 2/10 Overall - 2/10<br /><br />This show sucks very much officially. For me, CSI Miami is the best, CSI NY 2nd and CSI 100th. I don't know, in the other CSIs you get into the episode you're watching. But in this one, you just can't get into the episode, no matter how much you try, so in my opinion, this show is not worth watching. I know people have different opinions, and I respect that, but for me, this CSI ain't good enough. So if you like suspense, real acting/performance, good plot, direction, character development/attachment and you an overall good show, I suggest you to watch CSI Miami.",negative
"Bugsy Siegel was 31 when he went out to the West Coast. In addition to his dreams about Las Vegas, he toyed with the idea of acting. He was a good looking guy and about 7 years younger than his pal George Raft, so it wasn't such a crazy idea.<br /><br />Warren Beatty was 54 when he made this movie and despite the hair dye, he's too old for this part. Beatty was miscast; Bugsy should have been played by someone like Alec Baldwin. Bugsy was a tough guy feared by his contemporaries; Beatty just doesn't radiate menace.<br /><br />This was a vanity project for Beatty, who hasn't come to terms with the fact that he's no longer a leading man.<br /><br />The other big annoying miscast is Mantegna as George Raft. Raft had a distinctive voice and mannerisms, none of which Mantegna even attempts to match. You never once believe that Mantegna came from the streets.<br /><br />Warren Beatty and Robert Redford have both been pretending to be younger for years by massive use of hair dye, and now it;ll be a shock to suddenly go gray and play character parts.",negative
"As you can tell from the few comments posted here - mine may very well be the last you'll see, unless there is a big DVD-release or TCM plays it again ! - this is a kind-of ""Our Gang"" movie with a bunch of different kids. MGM certainly WAS the musical studio - if the musicians, dancers and singers weren't under contract, they were on tap. Heifetz was one of the most expensive.....that does it for a little charity work !!! The fee he received in that era was unheard of. Another musical film with Jose Iturbi (Mexican pianist) featured about 100 kids playing some simple tune on 100 pianos......so, those skeptics who think young children aren't musical are mistaken: I was one.<br /><br />As all write, ""Frankie Smith"" - good-ole American name - (Gene Reynolds) was the bad-but-good kid who is taken-in from the streets by the owners of a music-school. Can you believe that Walter Brennan (""Prof. Lawson"") of all those western movies was the man running the school? Joel McCrea (""Peter McCarthy"") and Andrea Leeds (""Ann Lawson"") were the bigger stars in ""They Shall Have Music"", with a host of well-known extras (many of whom went-on to become stars in their own rights). As others have commented, almost all of the kids in the orchestra (actually, The Meremblum Symphony from Los Angeles) made big successes of their lives, either as musicians (for the studios) and other businesses.<br /><br />Sad to say, there aren't that many young-people's orchestras today - a sad mistake. Parents with children in school are usually so busy trying to keep their heads above water, and many don't even know what is happening to the kids in school. Musical instruction can get to be pricey, and almost EVERYONE would rather had a football-team.....<br /><br />This is the cheapest concert by Jascha Heifetz you'll ever hear is contained in this movie.....in those days, a quarter. His playing is brilliant, even if he looks like he'd rather be someplace else.....emotionless. By contract, any concert by Yo-Yo Ma is so joyful, it makes you want to run right out and buy a cello.....this guy is having a good time....like the kids in the ""street"" concert, when they hoodwink Heifetz to play at their school.<br /><br />All of the orchestral numbers were played by ""the kids,"" and they make it sound easy. I love this type of movie - their plots are so simple, it doesn't take you two days to figure-out if you enjoyed - or understood - the movie, at all. We need some new movies like this - can't do anything but inspire younger kids to play other instruments than guitars.......Bravo!",positive
"A young solicitor in sent to a remote area to wrap up the estate of a recently deceased client. When he arrives he finds that he is made less than welcome by the local villagers and that his deceased client was not liked. To speed things up he decides to move from the local inn and take up residence in her home, a house that is usually fogbound and approached only by a causeway that is blocked off by the sea most of the day. Once there he sees visions of a woman in black, is she real or imaginary,he is also subjected to the blood curdling cries of a woamn and child apparently drowning in the marshes, these events take their toll on him and he soon becomes quite terrified. Atmospheric TV adaptation of a famous play by Susan Hill, that spends it first third building up its characters, before moving to the creepy country house, its poor colour contrast give away its TV roots immediately, this really should have been in black & white, but still as a ghost story it had a couple of unsettling moments, still though after waiting so long to see it I must say I was sadly just a little underwhelmed.",positive
"While I agree with the previous post that the cinematography is good, I totally disagree with the rest: This is nothing more than a porno movie disguised as an artsy film. Showing little boys naked is not art and amounts to child porn. Steer clear of this dud. Stupid is what this film is.",negative
I watched this movie probably more than 20 times. The jokes are now 10-15 years old but every time I watch it it makes me fall off my chair. Two of the finest actor Salman Khan and Aamir Khan plays the lead roles here. Even if Aamir Khan is a much better actor and got the better role(smart guy) in the movie Salman Khan matches and sometimes perform even better as the dumb guy. All the characters are memorable. This movie is filled with hilarious one-liners and funny situations(a little too silly probably). Don't try to look for logic in this movie. Let your brain relax for some time. I promise it will be an experience to remember.,positive
"This hodge-podge adapted from a Gore Vidal novel (actually one of the great American writers) makes THE MAGIC CHRISTIAN and VALLEY OF THE DOLLS look like Fellini art-works. Raquel Welch, with an incredible body (and she's actually not very tall) in a lead role (except for KANSAS CITY BOMBER when she was quite good) playing Rex Reed's (bad movie reviewer; not critic) alter-ego, only to be surrounded by drag queen (great chick) Mae West, horny John Huston, a young and ""naive"" Farrah Fawcett (pre-Lee Majors; what a shame), and other various creep-azoids to pretend to spoof WAY too may things has nothing going for it except inter-spliced old films clips (i.e. Widmark in KISS OF DEATH, Lena Horne)...JUST so they can continue to bleed the life out of everyone.<br /><br />A 2 out of 10. Best performance = ?. It's so bad, it's worth seeing!",negative
"This film, an early William Wellman, has an important message, particularly today. It posits the notion that sometimes there are things more important than your own personal safty or well-being. The film, which has Walter Huston as the lead, is stolen by the performance of ""Chic"" Sales as Grampa. He's the most completely drawn character in the film and a joy to watch. You'll recognize some familiar faces if you watch many movies from the '20's and '30's. Wel worh your time to watch if you get the opportunity. Recommended.",positive
"This movie is a ripoff of James Cain's novel, THE POSTMAN ALWAYS RINGS TWICE. Apparently, the director and producer never bothered to pay for rights to this story--perhaps the fact that we were in the middle of fighting the Italians in WWII might account for their forgetting to consider royalties! Despite this, the movie isn't really just an Italian version of the Hollywood movie. In some ways it's a lot better and in other ways, it is definitely not.<br /><br />The three central characters in this movie are really pretty ugly people. In fact, the male and female lovers are a bit icky-looking. The male lead is pretty ordinary except for his profuse body hair (particularly on the back and shoulders) and his lady love is, to put it frankly, unattractive. They are a very, very far cry from Lana Turner and John Garfield in the Hollywood version. And the ill-fated husband is really, really obese and loves to walk around shirtless--and his counterpart in the American film, Cecil Kellaway is definitely better looking (and probably better looking than the other two Italian leads, actually). And this unattractiveness is generally a reason I actually preferred the Italian film--since I just could NOT imagine a finely coiffed ""dish"" like Lana Turner in the middle of nowhere married to Kellaway--I am 100% sure she would have had dozens of better offers! Whereas, the Italian wife frankly might NOT have been able to do much better and this made the marriage actually believable.<br /><br />Part of the Italian film's believability comes from the blunt way it handles sex. The sanitized American film tries to make you believe that although Turner and Garfield kill Kellaway, they never actually get around to sex! This is pretty silly and totally unrealistic. In addition to the casual sexuality of the film, it's also pretty casual in showing the seamy side of life--with lots of sweaty people, a fly strip hanging over the kitchen table and everyone appeared to need a bath.<br /><br />The movie is also pretty fast-paced compared to the over-long American film. And what you get due to brevity isn't all good. The film lacks a lot of the style and polish of the American film--with grainier footage, relatively poor orchestration and sets. It sure ain't a pretty film, but the Neo-Realistic-like style makes the film seem more realistic. But it cannot make up for the short-cuts in the plot. Many of the plot elements in the later American version are either missing entirely or glossed over. And the ending seems a lot less interesting than the American film--and misses the entire human nature dilemma when Turner and Garfield turn on each other like rats (the best part of the American film).<br /><br />So which is the better film? Well, a lot of this probably depends on you. As for me, the Warner Brothers film was simply too polished and too unrealistic (though many like this style and may dislike watching films with subtitles)--but it packed a great ending. And the Italian film was much, much more realistic--until the crappy ending that seemed too rushed. So neither film is exactly great, but I'd give my nod to the Italian one being a bit better. It's too bad they couldn't have combined the best elements of both films into one exceptional film.",positive
"Demon Wind is about as much fun as breaking your legs. It is definitely an awful example of a film. So awful in fact that I don't even consider it a movie. I describe it more as a thing ... a monstrous thing. A thing that must be stopped at all costs. My friends and I first discovered this ... thing buried under a big box of video tapes at my friend's house. It was a late night and we had nothing better to do so we decided to watch some cheesy horror movies (we unfortunately picked this one.) Well, during the 90 minutes that this thing played we ended up laughing so hard that we almost threw up. The thing is literally pointless in every sense of the word. It's just a cheap, poorly done rip-off of Evil Dead. The whole ""story"" seems to be nothing more than some guy wanting to knock off his friends by inviting them to an abandoned house and letting demons rip them to pieces. I have a bet that the writers were actually writing the story while it was being filmed. I've seen bad horror movies before (Manos, Troll 2, HOBGOBLINS!!!) (shudder) I would have to say that Demon Wind could definitely contend with any and all of these films on terms of sheer stupidity. Watch it only if you enjoy laughing at stupid films.<br /><br />Fun fact: This film is like a cockroach on steroids! Much like the ouija board, every time we try to get rid of it, it always seems to mysteriously reappear. Kind of scary huh?",negative
