review,sentiment,Clean_sentiment,Clean_review
"A trooper is on the side of the road making sure every1 is obeying the speed limit (doing his job); he then pulls over a woman who appears she is a mother (there is a child in the back seat); he then is telling her what is wrong and BAM...they get killed. Okay, this is the start of what i personally thought would have been a good movie. When I was watching this movie in the theatre I was with some friends. This was our first night out after the summer so we wanted to go and see a good movie. We all decided to see a suspense/thriller that looked good to everyone in the group...this was one of the biggest mistakes of my life. Not only did I waste $7.oo on a movie ticket, but I had to sit through torture for the brain. This movie started off with mystery and suspense and I seriously thought ""this cant be bad""...I was so wrong. The whole problem with this movie is that it makes no sense; even if you can get passed the bad acting, the ""not so scary"" storyline, and the over all horrible mess this movie was, you will still be puzzled. It's not because you're not smart enough to understand it, it's because no human with a brain could comprehend what this stupid movie is about. Right now you may be thinking ""Oh man! I have to watch this movie just to see if it's as bad as this person says it is"". GET THAT THOUGHT OUT OF YOUR HEAD RIGHT NOW!!! I'm trying to save you the trouble of watching this movie by telling you that it is so bad that there is no point in even considering seeing it. Please people don't make the same mistake i did thinking that this movie has potential...it doesn't. I give this movie 1 out of 10 (if I could give a zero I would), and I do not recommend anyone to ever see this movie, you'll be saving yourself many sleepless nights trying to think w.t.f. that freaking movie is about.",negative,negative,trooper side road making sure every obeying speed limit job pulls woman appears mother child back seat telling wrong bamthey get killed okay start personally thought would good movie watching movie theatre friends first night summer wanted go see good movie decided see suspensethriller looked good everyone groupthis one biggest mistakes life waste oo movie ticket sit torture brain movie started mystery suspense seriously thought cant badi wrong whole problem movie makes sense even get passed bad acting scary storyline horrible mess movie still puzzled youre smart enough understand human brain could comprehend stupid movie right may thinking oh man watch movie see bad person says get thought head right im trying save trouble watching movie telling bad point even considering seeing please people dont make mistake thinking movie potentialit doesnt give movie could give zero would recommend anyone ever see movie youll saving many sleepless nights trying think wtf freaking movie
"Like all of the very earliest films, this ""movie"" is very, very short--lasting about one minute! So, because of its brevity, it's not really possible to compare it to more modern films. But, for its time, it's actually a very remarkable film. Much of this is because the prints were hand painted--making Annabelle appear red and other colors as she does her amazing dance. I've actually seen two different versions--one where she is red and another where she changes color throughout. I think the red one depicted on the DVD ""The Great Train Robbery and Other Primary Works"" is the best of them. The dance itself is very hypnotic and much like a piece of amazing performance art. And, unlike other one minute (or less) films of the day, this one is one I could see repeatedly--it's just that visually compelling and odd.<br /><br />If you want to see it online, there is a 36 second version on Google Video (type in ""serpentine dance"").",positive,positive,like earliest films movie shortlasting one minute brevity really possible compare modern films time actually remarkable film much prints hand paintedmaking annabelle appear red colors amazing dance ive actually seen two different versionsone red another changes color throughout think red one depicted dvd great train robbery primary works best dance hypnotic much like piece amazing performance art unlike one minute less films day one one could see repeatedlyits visually compelling oddbr br want see online second version google video type serpentine dance
"The thing I remember most about this film is that it used to air on local KTLA TV (Ch. 5) during every Christmas season during the mid to late 70s, mainly due to the fact that the true story took place on or near Christmas Eve. It was always a bit disturbing to see the hell that this girl goes through, being the lone survivor of a plane crash in the Peruvian jungle. The graphic scene of this young girl pulling leeches out of her infected leg made quite an impression on this young viewer. Not quite the kind of Christmas cheer I was used to seeing at the time. Definitely not a Rankin-Bass production.",positive,positive,thing remember film used air local ktla tv ch every christmas season mid late mainly due fact true story took place near christmas eve always bit disturbing see hell girl goes lone survivor plane crash peruvian jungle graphic scene young girl pulling leeches infected leg made quite impression young viewer quite kind christmas cheer used seeing time definitely rankinbass production
"Wonderful romance comedy drama about an Italian widow (Cher) who's planning to marry a man she's comfortable with (Danny Aiello) until she falls for his headstrong, angry brother (Nicholas Cage). The script is sharp with plenty of great lines, the acting is wonderful, the accents (I've been told) are letter perfect and the cinematography is beautiful. New York has never looked so good on the screen. A must-see primarily for Cher and Olympia Dukakis--they're both fantastic and richly deserved the Oscars they got. A beautiful, funny film. A must see!",positive,positive,wonderful romance comedy drama italian widow cher whos planning marry man shes comfortable danny aiello falls headstrong angry brother nicholas cage script sharp plenty great lines acting wonderful accents ive told letter perfect cinematography beautiful new york never looked good screen mustsee primarily cher olympia dukakistheyre fantastic richly deserved oscars got beautiful funny film must see
"Francis Ford Coppola wrote and directed this stunningly personal story of a married woman's flight from her husband--and the reality that perhaps the youthful glee and excitement of her younger years are behind her. We learn little about this woman's marriage except that she has been feeling her independence slipping away as of late; she's also recently learned she's pregnant, which has further complicated her heart (she doesn't want to be a complacent wifey, despite the maternal way she speaks to her husband over the phone). She meets two men on her journey: a former college football hero who--after an accident during a game--has been left with permanent brain damage, and a sexy, strutting motorcycle cop who has a great deal of trouble in his own life. The clear, clean landscapes (as photographed by the very talented Wilmer Butler) are astutely realized, as are the characters. Shirley Knight, James Caan, and Robert Duvall each deliver strong, gripping performances, most especially since these are not very likable people in conventional terms. Some scenes (such as Knight's first call home from a pay-phone, or her first night alone with Caan where they play 'Simon Says') are almost too intimate to watch. Coppola toys with reality, turning the jagged memories of his characters into scrapbooks we've been made privy to. He allows scenes to play out, yet the editing is quite nimble and the film is never allowed to get too heavy (there are at least two or three very frisky moments). It's a heady endeavor--so much so that the picture was still being shown at festivals nearly five years later. Some may shun Coppola's unapologetic twisting of events in order to underline the finale with bitter irony, however the forcefulness and drive behind the picture nearly obliterate its shortcomings. *** from ****",positive,positive,francis ford coppola wrote directed stunningly personal story married womans flight husbandand reality perhaps youthful glee excitement younger years behind learn little womans marriage except feeling independence slipping away late shes also recently learned shes pregnant complicated heart doesnt want complacent wifey despite maternal way speaks husband phone meets two men journey former college football hero whoafter accident gamehas left permanent brain damage sexy strutting motorcycle cop great deal trouble life clear clean landscapes photographed talented wilmer butler astutely realized characters shirley knight james caan robert duvall deliver strong gripping performances especially since likable people conventional terms scenes knights first call home payphone first night alone caan play simon says almost intimate watch coppola toys reality turning jagged memories characters scrapbooks weve made privy allows scenes play yet editing quite nimble film never allowed get heavy least two three frisky moments heady endeavorso much picture still shown festivals nearly five years later may shun coppolas unapologetic twisting events order underline finale bitter irony however forcefulness drive behind picture nearly obliterate shortcomings
"the only thing great about the movie is its title. In this case, ""Snake On a Plane"" is example of not judging the book by its cover, the title says nothing about the movie. When I went to the theater, I wasn't expecting Citizen Kane, I was expecting Independence Day, a movie that's pure popcorn fun, but instead, I got that horrible Roy Liotta movie called "" Turbulence"" Yes, this is how bad SOAP is. The only thing make SOAP better is its title. And it's not even the apporiate title for the movie, the wasn't even a glimpse of ""snake"" or ""plane"" 40 minutes into the movie! What a false advertising! If it wasn't for its title, SOAP would be just another unforgettable cheap B-grade summer movie. And the R rating? It has to be the most undeserved R rated movie of all time! The makers of the movie only add a few f word to make this a R, All of the violence are kept pg-13 level. You know what's really R rated? The R rated superstar Edge! See him at Summerslam instead of waste your money on a snake!",negative,negative,thing great movie title case snake plane example judging book cover title says nothing movie went theater wasnt expecting citizen kane expecting independence day movie thats pure popcorn fun instead got horrible roy liotta movie called turbulence yes bad soap thing make soap better title even apporiate title movie wasnt even glimpse snake plane minutes movie false advertising wasnt title soap would another unforgettable cheap bgrade summer movie r rating undeserved r rated movie time makers movie add f word make r violence kept pg level know whats really r rated r rated superstar edge see summerslam instead waste money snake
"I remember when this film was up for the Academy Awards and did not win in any category. For the life of me, I cannot remember what it was up against, but one thing I can say: It was one of the best movies I have ever seen. And the fact that Steven Spielberg directed the film did not persuade me one bit.<br /><br />Essentially, it is about a black woman's trials and tribulations as she is growing up from a girl to a woman. There are a lot of insinuations that are disturbing and horrifying, but all of them are needed to see how much this woman has put up with. Along the way, we see other women who have had to put up with their hardships and walk with them to redemption. Whoopi Goldberg gives her best performance ever in this movie. Danny Glover should have also gotten at least nominated for his role in this film. <br /><br />And the best part of this movie is that it treats its subjects humanely, not like some sideshow freak shows like the more recent ""Beloved"" did. I encourage anyone of any race to see this film. 9/10",positive,positive,remember film academy awards win category life cannot remember one thing say one best movies ever seen fact steven spielberg directed film persuade one bitbr br essentially black womans trials tribulations growing girl woman lot insinuations disturbing horrifying needed see much woman put along way see women put hardships walk redemption whoopi goldberg gives best performance ever movie danny glover also gotten least nominated role film br br best part movie treats subjects humanely like sideshow freak shows like recent beloved encourage anyone race see film
"I have nothing but praise for this movie and cast, especially Ann Margaret. But more importantly I have praise for my in-laws who were (are) the adoptive parents of Warren and Frank in real life. I met most of the ""children"" at Warren's wedding in 1989. This is an amazing story and is even more incredible to me knowing the family and what everyone went through. It is also enjoyable for me to see how my in-laws were portrayed in the movie. It was pretty accurate. My wife even enjoys seeing some little details such as a toaster that she remembered from her childhood. Yes, it is a hard movie to watch, but so amazing and heartfelt.<br /><br />The beauty of this story for me is how many of the children passed through my in-laws lives and, as a result of marrying their daughter,and having Warren as a brother-in-law, how many I have met in mine. For the past 20 years this story has been a part of my life because of what my mother-in-law has shared with me. That and knowing Warren. For what it is worth, Warren lives in California with his family. He married his high school sweetheart, who he reconnected with at his 20 year high school reunion.<br /><br />There was a show in the 1980's called ""That's Incredible."" They had a reunion of the family who also got to meet the cast of the show.<br /><br />For anyone's interest, the DVD is available in Great Britain and Australia. It is a tough video to come by here in the United States and I have not been able to find a DVD here, yet.",positive,positive,nothing praise movie cast especially ann margaret importantly praise inlaws adoptive parents warren frank real life met children warrens wedding amazing story even incredible knowing family everyone went also enjoyable see inlaws portrayed movie pretty accurate wife even enjoys seeing little details toaster remembered childhood yes hard movie watch amazing heartfeltbr br beauty story many children passed inlaws lives result marrying daughterand warren brotherinlaw many met mine past years story part life motherinlaw shared knowing warren worth warren lives california family married high school sweetheart reconnected year high school reunionbr br show called thats incredible reunion family also got meet cast showbr br anyones interest dvd available great britain australia tough video come united states able find dvd yet
"Vonnegut's words are best experienced on paper. The tales he weaves are gossemar, silken strands of words and expressions that are not easily translated into a world of Marilyn Manson or Jerry Bruckheimer explosions. His words have been treated well once before, in the remarkable Slaughterhouse-5.<br /><br />Mother night is probably one of the three novels Vonnegut has written I could take to a desert island, along with Slaughterhouse-5 and Bluebeard.<br /><br />The film version deserves a 10, but the books are so permanently part of my interior landscape that I just can't do it...some of the scenes left out of the film are part of my memory...",positive,positive,vonneguts words best experienced paper tales weaves gossemar silken strands words expressions easily translated world marilyn manson jerry bruckheimer explosions words treated well remarkable slaughterhousebr br mother night probably one three novels vonnegut written could take desert island along slaughterhouse bluebeardbr br film version deserves books permanently part interior landscape cant itsome scenes left film part memory
"This is the last of four swashbucklers from France I've scheduled for viewing during this Christmas season: the others (in order of viewing) were the uninspired THE BLACK TULIP (1964; from the same director as this one but not nearly as good), the surprisingly effective LADY Oscar (1979; which had originated as a Japanese manga!) and the splendid CARTOUCHE (1962). Actually, I had watched this one not too long ago on late-night Italian TV and recall not being especially bowled over by it, so that I was genuinely surprised by how much I enjoyed it this time around (also bearing in mind the baffling lack of enthusiasm shown towards the film here and elsewhere when it was first announced as an upcoming DVD release from Criterion).<br /><br />Incidentally, FANFAN LA TULIPE has quite a bit in common with the afore-mentioned CARTOUCHE: not just cast and crew members (producers Georges Dancigers and Alexandre Mnouchkine, cinematographer Christian Matras, actor Noel Roquevert) but plot-wise as well  in fact, the hero is a womanizing soldier (Jean-Paul Belmondo's Cartouche had also had a brief military spell) who's loved by a fiery girl (in this case, gypsy Gina Lollobrigida) while he's himself obsessed by an impossible love (here, it's none other than the king's daughter)! As in the later film, too, Fanfan (an ideally cast Gerard Philipe who, ironically, is so full of life here that one finds it hard to believe that he would be stricken down by cancer within 7 years' time) is flanked by two fun-loving yet cowardly men (one of them is actually his superior officer and the heroine's own father) and opposed by an unscrupulous figure within his own ranks (the ageing Roquevert, with whom the hero eventually engages in a rooftop duel since he too has amorous designs on the gypsy girl)!; for the record, Lollobrigida will rejoin Philippe in her next film, Rene Clair's delightful romantic fantasy LES BELLES DE NUIT (1952).<br /><br />FANFAN proved to be a big box-office hit on its home-ground and even copped a surprising (but well-deserved) Best Direction award at Cannes over more renowned films like AN American IN Paris (1951), DETECTIVE STORY (1951), OTHELLO, UMBERTO D. and VIVA ZAPATA! In fact, its popularity ensured its re-release in a computer-colored version (presumably for the benefit of viewers who wouldn't touch a black-and-white product with a ten-foot pole) and the Criterion DVD itself contains a sample from this variant; being obviously a foreign-language title, there's also the dubious choice of an English-dubbed soundtrack but, even if these proved not especially painful to sit through considering, when all is said and done, there's simply no substitute for the original! <br /><br />FANFAN LA TULIPE (a nickname given the hero by a young Genevieve Page as the celebrated Madame De Pompadour) contains about as much comedy as (the expected) action and romance; while some may find this overwhelming, I don't agree myself as I enjoyed the sharply satirical narration and, on the whole, this combination is comparable with Jerzy Skolimowski's equally droll THE ADVENTURES OF GERARD (1970). That said, the swordfights here are remarkably forceful for an essentially lighthearted enterprise (particularly a scuffle in the woods and the ambush at a convent) and the film itself rather adult at times (with numerous allusions to sexuality as well as coarse language adopted throughout) when viewed back-to-back with vintage Hollywood fare as I did now; the climax, then is quite ingenious: the enemy forces (who, amusingly, are made to speak in speeded-up gibberish!) are depleted by our heroic trio alone, much to the king's amazement who, as portrayed by Marcel Herrand  best-known for his role of leader of the Parisian underworld in Marcel Carne''s CHILDREN OF PARADISE (1945)  is himself something of a lecher.<br /><br />P.S. An Italian TV channel has been threatening to screen Christian-Jaque's promising CHAMPAGNE FOR SAVAGES (1964) for months now but, despite programming it three times already (with a tentative fourth one slated for next week), they have yet to show it; even so, I do have three more films of his in my unwatched VHS pile (equally culled from late-night Italian TV screenings): the three-hour epic LA CHARTREUSE DE PARME (1948; also starring Gerard Philippe), THE SECOND TWIN (1967) and THE LEGEND OF FRENCHIE KING (1971; with Brigitte Bardot and Claudia Cardinale).",positive,positive,last four swashbucklers france ive scheduled viewing christmas season others order viewing uninspired black tulip director one nearly good surprisingly effective lady oscar originated japanese manga splendid cartouche actually watched one long ago latenight italian tv recall especially bowled genuinely surprised much enjoyed time around also bearing mind baffling lack enthusiasm shown towards film elsewhere first announced upcoming dvd release criterionbr br incidentally fanfan la tulipe quite bit common aforementioned cartouche cast crew members producers georges dancigers alexandre mnouchkine cinematographer christian matras actor noel roquevert plotwise well fact hero womanizing soldier jeanpaul belmondos cartouche also brief military spell whos loved fiery girl case gypsy gina lollobrigida hes obsessed impossible love none kings daughter later film fanfan ideally cast gerard philipe ironically full life one finds hard believe would stricken cancer within years time flanked two funloving yet cowardly men one actually superior officer heroines father opposed unscrupulous figure within ranks ageing roquevert hero eventually engages rooftop duel since amorous designs gypsy girl record lollobrigida rejoin philippe next film rene clairs delightful romantic fantasy les belles de nuit br br fanfan proved big boxoffice hit homeground even copped surprising welldeserved best direction award cannes renowned films like american paris detective story othello umberto viva zapata fact popularity ensured rerelease computercolored version presumably benefit viewers wouldnt touch blackandwhite product tenfoot pole criterion dvd contains sample variant obviously foreignlanguage title theres also dubious choice englishdubbed soundtrack even proved especially painful sit considering said done theres simply substitute original br br fanfan la tulipe nickname given hero young genevieve page celebrated madame de pompadour contains much comedy expected action romance may find overwhelming dont agree enjoyed sharply satirical narration whole combination comparable jerzy skolimowskis equally droll adventures gerard said swordfights remarkably forceful essentially lighthearted enterprise particularly scuffle woods ambush convent film rather adult times numerous allusions sexuality well coarse language adopted throughout viewed backtoback vintage hollywood fare climax quite ingenious enemy forces amusingly made speak speededup gibberish depleted heroic trio alone much kings amazement portrayed marcel herrand bestknown role leader parisian underworld marcel carnes children paradise something lecherbr br ps italian tv channel threatening screen christianjaques promising champagne savages months despite programming three times already tentative fourth one slated next week yet show even three films unwatched vhs pile equally culled latenight italian tv screenings threehour epic la chartreuse de parme also starring gerard philippe second twin legend frenchie king brigitte bardot claudia cardinale
"Very suspenseful, surprisingly intelligent film about five medical students flatlining themselves and then being resuscitated to share their experiences of death and what lies beyond. Joel Schumacher directs with some skill - creating some very eerie scenes as well as particularly beautiful ones. The visions of death are not what viewers might expect nor is that which awaits us all when we go - thanks to screenwriter Peter Filardi who really did an outstanding job coming up with this story. While the creativity of the story is impressive, the story has many holes as well, particularly in the logic department and believability factors. Notwithstanding all of that Flatliners is a good effective film because of the script, the direction which again is very surreal at times, and the acting which brings four very talented actors and William Baldwin together. This core of actors acts and reacts off each other very nicely. Keifer Sutherland does a very impressive job as the head of the group - the one who comes up with the idea to die and be born again. He also manages to portray a man- a young man - with a damaging, destructive secret from his past. Kevin Bacon is fine as the most pragmatic and skeptical of the group. Oliver Platt is really good as the voice of reason and human fears. Platt has some really good lines and plays the paranoia well. Yes, Julia Roberts is here too and very good. the actors do best though by playing off each other and making us believe they are such good friends. I was duly impressed with much of Flatliners but more than anything else the story affected me the most. The scene with that dog hobbling around the street just one of those powerful images evoked as were many of the ""flashback"" scenes.",positive,positive,suspenseful surprisingly intelligent film five medical students flatlining resuscitated share experiences death lies beyond joel schumacher directs skill creating eerie scenes well particularly beautiful ones visions death viewers might expect awaits us go thanks screenwriter peter filardi really outstanding job coming story creativity story impressive story many holes well particularly logic department believability factors notwithstanding flatliners good effective film script direction surreal times acting brings four talented actors william baldwin together core actors acts reacts nicely keifer sutherland impressive job head group one comes idea die born also manages portray man young man damaging destructive secret past kevin bacon fine pragmatic skeptical group oliver platt really good voice reason human fears platt really good lines plays paranoia well yes julia roberts good actors best though playing making us believe good friends duly impressed much flatliners anything else story affected scene dog hobbling around street one powerful images evoked many flashback scenes
"The comparison is perhaps unfair, but inevitable. Those attracted to the intimacy and depth of Umbrellas will be slightly horrified to discover a cut-and-paste musical in the American style - awkward, stilted dialogue with inexplicable song-and-dance numbers. Gene Kelly's French accent was apparently so poor, that a dreadful job of dubbing was substituted (as you'll remember, the dubbing was almost perfectly pulled off in Umbrellas). The translation of the French (for subtitled versions), as well, leaves something to be desired, although this can't be attributed to Demy. The film also has several self-aware moments that come off a wee disconcerting, such as references in songs to LeGrand himself. And the costumes - well, the tight pants/white boots combination, and the freakishly unnatural colors, reminds one of an Austin Powers film . . .<br /><br />But Demy does reward the viewer with allusions to Umbrellas; note, for instance, the suitcase carried by Maxence in his departure from Rochefort - this is the same suitcase carried by Guy in his departure from Cherbourg. Also, note the ""Convenient Brunette of Resolution"" - Madeleine in Umbrellas, and Josette in Young Girls.<br /><br />Generally speaking, those expecting the natural feel of Umbrellas (save the floating bicycle scene), or looking for similar deeper questions and ambiguous endings as in Umbrella's script, should probably pass this one b y. Those looking for a French version of a thin '60s American musical will be quite happy.",negative,negative,comparison perhaps unfair inevitable attracted intimacy depth umbrellas slightly horrified discover cutandpaste musical american style awkward stilted dialogue inexplicable songanddance numbers gene kellys french accent apparently poor dreadful job dubbing substituted youll remember dubbing almost perfectly pulled umbrellas translation french subtitled versions well leaves something desired although cant attributed demy film also several selfaware moments come wee disconcerting references songs legrand costumes well tight pantswhite boots combination freakishly unnatural colors reminds one austin powers film br br demy reward viewer allusions umbrellas note instance suitcase carried maxence departure rochefort suitcase carried guy departure cherbourg also note convenient brunette resolution madeleine umbrellas josette young girlsbr br generally speaking expecting natural feel umbrellas save floating bicycle scene looking similar deeper questions ambiguous endings umbrellas script probably pass one b looking french version thin american musical quite happy
"Sunday would not be Sunday without an action movie, and when you want intense combat, you turn to Tom Berenger (Platoon).<br /><br />Here he plays a sniper in the jungle going after rebels and drug lords. Life's a bitch, so he gets a green office type (Billy Zane) to help on the mission.<br /><br />The film is in the hands of Luis Llosa, who stunk up Anaconda. he doesn't do much better here, but Berenger makes the movie worthwhile.<br /><br />Sure, it may be a little long - who wants to see a lot of walking through the jungle, but is is good, tense action when the time is right.",positive,positive,sunday would sunday without action movie want intense combat turn tom berenger platoonbr br plays sniper jungle going rebels drug lords lifes bitch gets green office type billy zane help missionbr br film hands luis llosa stunk anaconda doesnt much better berenger makes movie worthwhilebr br sure may little long wants see lot walking jungle good tense action time right
"I read reviews on this movie and decided to give it a shot. I'm an open minded guy after all and I’ve given good reviews to some pretty bad flicks. As the end credits rolled on this one I searched for meaning and something nice to say. Here goes: ""This film was mercifully short."" That's all I got.<br /><br />Okay, Okay. The sets and visuals were well done and the music helped lend to the mood of asylum life but the film was painful to watch and the endless dialogue took away from the good bits. I did find myself laughing at this film but the way you laugh at your best friend who just embarrassed himself in front of a large crowd.<br /><br />By the time of the ""chicken dance"" at the finale I had just decided to tuck and roll with the film and let the bodies fall where they fall. I don't know what could have salvaged this film. The acting was not bad and it looked like it had a budget but there just wasn't any way to make it watchable; not even the presence of beautiful bare breasts. Maybe I should have sparked a doobie or drank a LOT of beer to get the full experience of the film. Either way, I'm not watching this film again unless I'm really depressed. Then I can tell myself “At least I wasn’t in ‘Dr. Tarr's Torture Dungeon.’ I’m better than those guys.""",negative,negative,read reviews movie decided give shot im open minded guy ive given good reviews pretty bad flicks end credits rolled one searched meaning something nice say goes film mercifully short thats gotbr br okay okay sets visuals well done music helped lend mood asylum life film painful watch endless dialogue took away good bits find laughing film way laugh best friend embarrassed front large crowdbr br time chicken dance finale decided tuck roll film let bodies fall fall dont know could salvaged film acting bad looked like budget wasnt way make watchable even presence beautiful bare breasts maybe sparked doobie drank lot beer get full experience film either way im watching film unless im really depressed tell least wasnt dr tarrs torture dungeon im better guys
"A wonderful, free flowing, often lyrical film that whisks you along, ever smiling, even if there are truly shocking incidents along the way. One gasps at the way the women are treated and yet ultimately they seem to come through very well and it is much credit to all concerned that so many potentially disastrous scenes all work so very well. This is possibly Depardieu's best performance, certainly his most natural. Jeanne Moreau performs outstandingly in what must have been a very difficult role to play and including vigorous sex scenes with a couple of guys at least half her age. Miou-Miou is lovely throughout and again has very difficult scenes to play. Initially this seems a down and dirty misogynist rant/romp but as the tale and characters unfold a much more tender and honest picture emerges. In the end this uncompromising and daring film demands respect.",positive,positive,wonderful free flowing often lyrical film whisks along ever smiling even truly shocking incidents along way one gasps way women treated yet ultimately seem come well much credit concerned many potentially disastrous scenes work well possibly depardieus best performance certainly natural jeanne moreau performs outstandingly must difficult role play including vigorous sex scenes couple guys least half age mioumiou lovely throughout difficult scenes play initially seems dirty misogynist rantromp tale characters unfold much tender honest picture emerges end uncompromising daring film demands respect
"Just saw this at the 2003 Vancouver International Film Festival and it was funny as hell and a bit surreal. Takes place in Toronto, where these two losers live in this run-down house in the middle of a freeway system. David Hewlett (PIN, CUBE, CYPHER) and Andrew Miller (CUBE) are just great as the two losers who wish the world would just go away. The acting, dialogue and writing are very good, and the whole film looks great for such a low-budget flick. Director/Writer Vincenzo Natali was in attendance at this screening, and he seemed so intelligent and down-to-earth. This guy is so inventive with these great stories that work so well within small budgets, it puts big budget Hollywood crap to shame!",positive,positive,saw vancouver international film festival funny hell bit surreal takes place toronto two losers live rundown house middle freeway system david hewlett pin cube cypher andrew miller cube great two losers wish world would go away acting dialogue writing good whole film looks great lowbudget flick directorwriter vincenzo natali attendance screening seemed intelligent downtoearth guy inventive great stories work well within small budgets puts big budget hollywood crap shame
